252.0 2775.0 1
252.0 2785.0 1
252.0 2785.0 1
252.0 2785.0 1
252.0 2785.0 1
252.0 2764.0 1
252.0 2733.0 1
252.0 2691.0 1
263.0 2660.0 1
263.0 2650.0 1
263.0 2650.0 1
273.0 2660.0 1
283.0 2681.0 1
294.0 2723.0 1
304.0 2754.0 1
315.0 2775.0 1
315.0 2785.0 1
325.0 2775.0 1
325.0 2754.0 1
325.0 2723.0 1
335.0 2702.0 1
335.0 2681.0 1
346.0 2681.0 1
346.0 2681.0 1
356.0 2712.0 1
377.0 2743.0 1
388.0 2775.0 1
398.0 2785.0 1
398.0 2785.0 1
408.0 2764.0 1
408.0 2733.0 1
419.0 2702.0 1
429.0 2670.0 1
440.0 2650.0 1
450.0 2639.0 1
450.0 2618.0 1

