273.0 2837.0 1
273.0 2837.0 1
273.0 2837.0 1
273.0 2837.0 1
273.0 2837.0 1
273.0 2837.0 1
273.0 2827.0 1
273.0 2827.0 1
273.0 2816.0 1
283.0 2806.0 1
283.0 2806.0 1
283.0 2795.0 1
283.0 2764.0 1
283.0 2754.0 1
283.0 2743.0 1
283.0 2743.0 1
283.0 2733.0 1
283.0 2702.0 1
283.0 2691.0 1
283.0 2691.0 1
283.0 2681.0 1
283.0 2650.0 1
283.0 2650.0 1
283.0 2618.0 1
283.0 2629.0 1
283.0 2629.0 1
283.0 2629.0 1
273.0 2816.0 2
273.0 2816.0 2
273.0 2827.0 2
273.0 2827.0 2
273.0 2827.0 2
273.0 2827.0 2
283.0 2827.0 2
294.0 2837.0 2
294.0 2837.0 2
304.0 2837.0 2
325.0 2837.0 2
346.0 2837.0 2
356.0 2848.0 2
419.0 2848.0 2
419.0 2848.0 2
429.0 2848.0 2
429.0 2837.0 2
440.0 2827.0 2
440.0 2816.0 2
440.0 2816.0 2
440.0 2816.0 2
429.0 2816.0 2
429.0 2806.0 2
429.0 2806.0 2
419.0 2806.0 2
419.0 2795.0 2
408.0 2795.0 2
388.0 2785.0 2
377.0 2785.0 2
367.0 2775.0 2
356.0 2775.0 2
346.0 2775.0 2
325.0 2764.0 2
325.0 2764.0 2
315.0 2764.0 2
304.0 2764.0 2
294.0 2764.0 2
294.0 2754.0 2
294.0 2754.0 2
294.0 2754.0 2
294.0 2754.0 2
294.0 2754.0 2
294.0 2754.0 2
325.0 2754.0 2
346.0 2764.0 2
356.0 2764.0 2
377.0 2754.0 2
388.0 2754.0 2
398.0 2754.0 2
408.0 2754.0 2
419.0 2754.0 2
429.0 2754.0 2
429.0 2743.0 2
440.0 2733.0 2
460.0 2723.0 2
460.0 2712.0 2
460.0 2712.0 2
460.0 2712.0 2
460.0 2702.0 2
471.0 2691.0 2
471.0 2681.0 2
471.0 2670.0 2
460.0 2660.0 2
460.0 2650.0 2
450.0 2639.0 2
440.0 2629.0 2
419.0 2629.0 2
398.0 2618.0 2
377.0 2608.0 2
367.0 2608.0 2
356.0 2618.0 2
335.0 2608.0 2
315.0 2608.0 2
304.0 2608.0 2
294.0 2608.0 2
273.0 2608.0 2
273.0 2618.0 2
283.0 2618.0 2

