304.0 2775.0 1
304.0 2785.0 1
304.0 2785.0 1
294.0 2775.0 1
294.0 2754.0 1
283.0 2723.0 1
273.0 2702.0 1
273.0 2670.0 1
263.0 2639.0 1
252.0 2629.0 1
304.0 2785.0 2
304.0 2785.0 2
304.0 2775.0 2
315.0 2764.0 2
325.0 2754.0 2
325.0 2733.0 2
325.0 2712.0 2
325.0 2702.0 2
335.0 2691.0 2
346.0 2691.0 2
346.0 2691.0 2
367.0 2702.0 2
377.0 2723.0 2
398.0 2754.0 2
398.0 2764.0 2
408.0 2775.0 2
408.0 2785.0 2
408.0 2785.0 2
408.0 2785.0 2
419.0 2775.0 2
419.0 2691.0 2
408.0 2660.0 2
408.0 2639.0 2
408.0 2618.0 2

