252.0 2754.0 1
242.0 2764.0 1
231.0 2743.0 1
221.0 2733.0 1
210.0 2712.0 1
210.0 2712.0 1
210.0 2712.0 1
231.0 2723.0 1
252.0 2723.0 1
273.0 2723.0 1
294.0 2712.0 1
304.0 2691.0 1
315.0 2681.0 1
304.0 2650.0 1
294.0 2629.0 1
273.0 2618.0 1
252.0 2608.0 1
231.0 2608.0 1
221.0 2608.0 1
210.0 2629.0 1
210.0 2639.0 1
200.0 2639.0 1
210.0 2639.0 1
210.0 2629.0 1
231.0 2618.0 1
263.0 2618.0 1
294.0 2629.0 1
304.0 2639.0 1
231.0 2764.0 2
221.0 2764.0 2
231.0 2775.0 2
252.0 2785.0 2
294.0 2806.0 2
346.0 2827.0 2
398.0 2848.0 2
429.0 2848.0 2
460.0 2848.0 2

