335.0 2754.0 1
335.0 2764.0 1
346.0 2775.0 1
346.0 2775.0 1
346.0 2795.0 1
335.0 2795.0 1
325.0 2806.0 1
325.0 2806.0 1
325.0 2795.0 1
304.0 2795.0 1
304.0 2795.0 1
294.0 2795.0 1
283.0 2785.0 1
283.0 2775.0 1
273.0 2754.0 1
263.0 2754.0 1
263.0 2733.0 1
273.0 2723.0 1
283.0 2723.0 1
294.0 2733.0 1
315.0 2754.0 1
325.0 2754.0 1
325.0 2764.0 1
335.0 2764.0 1
335.0 2785.0 1
335.0 2775.0 1
335.0 2775.0 1
335.0 2764.0 1
325.0 2764.0 1
325.0 2754.0 1
325.0 2733.0 1
315.0 2723.0 1
315.0 2712.0 1
304.0 2681.0 1
294.0 2650.0 1
283.0 2618.0 1
273.0 2598.0 1
283.0 2577.0 1
294.0 2577.0 1
325.0 2587.0 1
346.0 2598.0 1
367.0 2618.0 1
377.0 2618.0 1
377.0 2608.0 1

